id,text_for_llm
7318,"Employee 7318 is a Female working as a Experienced in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
7319,"Employee 7319 is a Female working as a Working professional in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
7320,"Employee 7320 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Government Organization."
7321,"Employee 7321 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Consultancy Firm."
7322,"Employee 7322 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Non-Profit / NGO."
7323,"Employee 7323 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Startup (early-stage)."
7324,"Employee 7324 is a Male working as a Intermediate in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7325,"Employee 7325 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Government Organization."
7326,"Employee 7326 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
7327,"Employee 7327 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Startup (early-stage)."
7328,"Employee 7328 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Large Enterprise."
7329,"Employee 7329 is a Male working as a Intermediate in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
7330,"Employee 7330 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Product-based Company."
7331,"Employee 7331 is a Male working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
7332,"Employee 7332 is a Female working as a Experienced in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Product-based Company."
7333,"Employee 7333 is a Female working as a Experienced in the CA sector. Based in a City area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
7334,"Employee 7334 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
7335,"Employee 7335 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Mid-sized Company."
7336,"Employee 7336 is a Female working as a Working professional in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Non-Profit / NGO."
7337,"Employee 7337 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7338,"Employee 7338 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Non-Profit / NGO."
7339,"Employee 7339 is a Female working as a Fresher in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Non-Profit / NGO."
